date,title,artist,rank,ID,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,mode
2010-06-26,Faithfully,Glee Cast,37.0,spotify:track:7Fn84f1WeWabP3aFXW5TA8,0.143,0.411,273867.0,0.54,0.0,4.0,0.111,-5.788,0.0289,129.876,4.0,1.0
2010-06-26,Keep On Lovin' You,Steel Magnolia,96.0,spotify:track:5mrpWeULubsdBHpQVcXLqB,0.0719,0.511,182587.0,0.781,0.0,9.0,0.265,-4.681,0.0479,159.953,4.0,1.0
2010-06-26,Not Myself Tonight,Christina Aguilera,73.0,spotify:track:29CFPJaBW3ZfVeCI8EDnQa,0.00137,0.757,186493.0,0.812,0.018,7.0,0.563,-5.178,0.0395,120.015,4.0,1.0
2010-06-26,Over The Rainbow,Glee Cast,44.0,spotify:track:4ScByt6H4vaiTlXS8dNQOc,0.842,0.498,151920.0,0.352,0.0,0.0,0.122,-9.495,0.0297,166.028,4.0,1.0
2010-06-26,Poker Face,Glee Cast,94.0,spotify:track:1rc7RzuBYQ9KZIntUyEAVb,0.924,0.467,219613.0,0.195,0.0,4.0,0.138,-9.281,0.0656,75.896,4.0,1.0
2010-06-26,To Sir With Love,Glee Cast,75.0,spotify:track:6T5C1e56lt5bpLPGFszX0l,0.225,0.29,161560.0,0.524,0.0,4.0,0.176,-6.667,0.0286,199.459,4.0,1.0
2010-06-26,Yeah Ya Know (Takers),T.I.,100.0,spotify:track:4JGypFKEHrlufSjF8DPl9X,0.00112,0.457,249800.0,0.895,0.0,1.0,0.523,-5.987,0.0722,139.923,4.0,1.0
2010-07-03,Another Way To Die,Disturbed,81.0,spotify:track:3EZAnO8lnPCBCcJcwAZbEB,8.46e-05,0.621,253387.0,0.967,0.00612,6.0,0.12,-2.35,0.0692,112.017,4.0,1.0
2010-07-03,Finding My Way Back,Jaheim,95.0,spotify:track:1wCJ3JIsNaJK0MYct4Kmrv,0.114,0.605,226693.0,0.622,0.0,0.0,0.15,-5.133,0.0425,136.012,3.0,1.0
2010-07-03,Solo,Iyaz,92.0,spotify:track:3fV2ZnSsxgvXUHshkGCBdR,0.197,0.73,194267.0,0.728,0.0,11.0,0.197,-3.113,0.0291,130.061,4.0,1.0
2010-07-10,25 To Life,Eminem,92.0,spotify:track:0dyWQoMOU9oERL6c9vxtRp,0.239,0.701,241587.0,0.931,0.0,8.0,0.194,-0.945,0.243,79.996,4.0,0.0
2010-07-10,Cold Wind Blows,Eminem,71.0,spotify:track:3Tj1luJyKPQt7WbrqpJ2Az,0.13,0.619,303733.0,0.972,0.0,11.0,0.782,-0.517,0.416,169.04,4.0,1.0
2010-07-10,I Keep On Loving You,Reba,85.0,spotify:track:3e4ZaMM2t6Pv25W05KfZTP,0.353,0.538,193893.0,0.461,0.0,10.0,0.118,-5.676,0.0279,127.107,4.0,1.0
2010-07-10,Stay,Miley Cyrus,75.0,spotify:track:0Ohi2pjBS1yak2BSgJRaIs,0.255,0.583,261907.0,0.698,0.0,0.0,0.118,-4.836,0.0363,129.985,4.0,1.0
2010-07-17,I Can Do Anything,3OH!3,100.0,spotify:track:5jyDUXlAVUh4XJEJIJgapB,0.00247,0.54,190880.0,0.906,0.0,5.0,0.368,-4.652,0.236,169.94,4.0,0.0
2010-07-17,I Gotta Feeling,The Black Eyed Peas,49.0,spotify:track:4YabYVPCJQJ2ryIQCF85uE,0.0162,0.757,247500.0,0.525,0.0,7.0,0.0813,-7.258,0.0269,128.01,4.0,1.0
2010-07-17,Wrong Baby Wrong,Martina McBride,90.0,spotify:track:0F9BbXn7zjDkM6SRJvkBOd,0.0596,0.572,221667.0,0.673,0.0,6.0,0.0887,-5.565,0.042,106.024,4.0,1.0
2010-07-17,Young Forever,Jay-Z + Mr. Hudson,37.0,spotify:track:35srNkJVToAzYiZzron1FY,0.417,0.637,253907.0,0.69,0.0,9.0,0.211,-3.214,0.0693,140.329,4.0,0.0
2010-07-24,Gimmie That Girl,Joe Nichols,76.0,spotify:track:7xoBJ4hih949Jeu5ZfzBai,0.205,0.5,185453.0,0.9,0.000251,2.0,0.694,-3.577,0.117,162.249,4.0,1.0
2010-07-24,Neighbors Know My Name,Trey Songz,97.0,spotify:track:6jvvpPJQJy5rMOEkLlADl6,0.0379,0.663,186307.0,0.693,0.0,7.0,0.162,-5.776,0.0635,120.026,4.0,0.0
2010-07-24,Rude Boy,Rihanna,36.0,spotify:track:60jzFy6Nn4M0iD1d94oteF,0.113,0.563,222920.0,0.75,0.0,11.0,0.0788,-4.496,0.127,173.906,4.0,1.0
2010-07-24,Shark In The Water,V V Brown,85.0,spotify:track:0BLPuaA32HDg6AJTUT4WMl,0.0279,0.554,184293.0,0.805,0.0,4.0,0.359,-3.128,0.0597,98.981,4.0,1.0
2010-07-24,Up On The Ridge,Dierks Bentley,99.0,spotify:track:6jHKCWp15grCREpx7arDix,0.495,0.628,214867.0,0.823,2.8e-05,8.0,0.0768,-6.531,0.028,111.609,4.0,0.0
2010-07-24,Whataya Want From Me,Adam Lambert,49.0,spotify:track:2rDwdvBma1O1eLzo29p2cr,0.00706,0.44,227320.0,0.683,0.0,11.0,0.0593,-4.732,0.0489,185.948,4.0,0.0
2010-07-31,If We Ever Meet Again,Timbaland Featuring Katy Perry,84.0,spotify:track:360UM2DaiHZPRu0EsrOvMp,0.00481,0.652,292707.0,0.605,0.0,8.0,0.0605,-7.371,0.0393,126.091,4.0,1.0
2010-07-31,The Man I Want To Be,Chris Young,96.0,spotify:track:5zMRkxgFscsPItPsMy4ItS,0.635,0.489,207213.0,0.498,1.91e-06,7.0,0.0915,-5.055,0.0259,141.883,4.0,1.0
2010-08-07,Ordinary Girl,Hannah Montana,91.0,spotify:track:2kIq7Oq6YNfdUuTrmPC4w1,0.0265,0.411,177507.0,0.847,0.0,7.0,0.222,-3.705,0.219,182.496,4.0,1.0
2010-08-07,Over,Drake,62.0,spotify:track:6BdgtqiV3oXNqBikezwdvC,0.0107,0.35,233560.0,0.845,0.0,7.0,0.123,-5.614,0.2,99.643,5.0,1.0
2010-08-14,G.R.I.N.D. (Get Ready It's A New Day),Asher Roth,79.0,spotify:track:0R2yQJOFsKqS0SsgPdWqtP,0.0214,0.673,218880.0,0.84,0.00259,0.0,0.321,-4.81,0.0535,123.077,4.0,1.0
2010-08-14,In My Head,Jason Derulo,48.0,spotify:track:5BoIP8Eha5hwmRVURkC2Us,0.0266,0.762,199027.0,0.748,0.0,0.0,0.348,-4.15,0.033,110.009,4.0,0.0
2010-08-14,Nightmare,Avenged Sevenfold,83.0,spotify:track:4UEo1b0wWrtHMC8bVqPiH8,0.000318,0.554,374453.0,0.949,9.98e-05,2.0,0.2,-4.928,0.0787,129.984,4.0,1.0
2010-08-14,She Won't Be Lonely Long,Clay Walker,95.0,spotify:track:0158TMiGmHyibaDeaUKayX,0.00643,0.635,209253.0,0.758,0.0,7.0,0.229,-5.772,0.0243,113.002,4.0,1.0
2010-08-14,The Crow & The Butterfly,Shinedown,97.0,spotify:track:1LkMC92Zc21awBWSHWZeGp,0.0013,0.319,253600.0,0.781,0.0,5.0,0.0944,-3.496,0.0329,149.002,3.0,1.0
2010-08-21,Beautiful Monster,Ne-Yo,91.0,spotify:track:2Q99zPXVqCPN5RaZawvJWZ,0.209,0.708,251573.0,0.771,5.32e-06,5.0,0.277,-6.99,0.131,128.013,4.0,0.0
2010-08-21,Crazy Town,Jason Aldean,98.0,spotify:track:5eH1ktZDHgegpkYJOY7tme,0.13,0.43,183440.0,0.841,0.0,6.0,0.0517,-2.99,0.037,180.977,4.0,1.0
2010-08-21,I Never Told You,Colbie Caillat,67.0,spotify:track:2rJWnAqSuLMls0KOv416Io,0.171,0.506,233200.0,0.639,0.0,3.0,0.315,-5.222,0.0285,144.073,4.0,1.0
2010-08-21,Not Like The Movies,Katy Perry,53.0,spotify:track:1EFNEJyZUsctm6yVzGqLl6,0.881,0.402,241320.0,0.479,2.75e-06,8.0,0.111,-7.75,0.0916,183.013,4.0,1.0
2010-08-21,Pray For You,Jaron And The Long Road To Love,92.0,spotify:track:68wTP3pPT5uAQsrwVX4DSS,0.596,0.506,192784.0,0.632,0.0,10.0,0.141,-5.983,0.0392,139.957,4.0,1.0
2010-08-21,Rain Is A Good Thing,Luke Bryan,66.0,spotify:track:1YhFtqwcN138S6ng3MT1nN,0.105,0.622,176160.0,0.932,2.37e-06,11.0,0.328,-4.66,0.0498,108.051,4.0,0.0
2010-08-21,The House That Built Me,Miranda Lambert,72.0,spotify:track:02eD9ymfJOJOhM97HYp5R9,0.578,0.525,236627.0,0.3,8.3e-06,5.0,0.116,-8.005,0.0286,80.993,4.0,1.0
2010-08-28,Circle The Drain,Katy Perry,58.0,spotify:track:7s0YfJE6hNNYq9BV26iCw6,0.00735,0.7,272920.0,0.775,0.0,1.0,0.082,-3.94,0.0809,134.932,4.0,1.0
2010-09-04,Black Rain,Soundgarden,96.0,spotify:track:0JETYuePsiRyCZoQdgxZG2,0.00129,0.2,325813.0,0.882,0.607,7.0,0.204,-7.177,0.072,171.02,4.0,1.0
2010-09-04,Give A Little More,Maroon 5,86.0,spotify:track:2TRuBFYZYw0Q7qIVBhqR1T,0.000937,0.753,180293.0,0.824,0.00018,0.0,0.141,-4.301,0.0385,117.95,4.0,1.0
2010-09-04,This Afternoon,Nickelback,98.0,spotify:track:1RG8MABX0VciDk6WYb8pBv,0.00257,0.507,273493.0,0.875,0.0,7.0,0.346,-7.697,0.0389,160.079,4.0,1.0
2010-09-04,Un-Thinkable (I'm Ready),Alicia Keys,51.0,spotify:track:4JOP8ELK6AaeySe7sKe996,0.732,0.596,249240.0,0.505,1.97e-05,7.0,0.106,-7.892,0.0619,86.097,4.0,1.0
2010-09-04,Water,Brad Paisley,93.0,spotify:track:5z1T8M153gyxX6IKJemYX7,0.00493,0.562,261920.0,0.825,0.000629,5.0,0.57,-5.794,0.0269,97.54,4.0,1.0
2010-09-04,Your Love Is My Drug,Ke$ha,46.0,spotify:track:2DKE0fl2pO9dkljuupQZb5,0.0626,0.902,179667.0,0.623,0.0,6.0,0.0654,-6.647,0.0967,120.05,4.0,1.0
2010-09-11,Mockingbird,Rob Thomas,99.0,spotify:track:4L9J2or96xvWhQwWw09fHO,0.0534,0.571,240320.0,0.77,1.02e-06,0.0,0.129,-5.498,0.0314,141.996,4.0,1.0
2010-09-11,Rock That Body,The Black Eyed Peas,95.0,spotify:track:4e9AWHy3ULi2poxShu3Bn7,0.0255,0.771,269035.0,0.692,0.0,7.0,0.584,-8.365,0.0555,125.006,4.0,1.0
2010-09-18,Alejandro,Lady Gaga,46.0,spotify:track:4lwavw59UjXUPJZtKNdFYp,0.000358,0.626,274213.0,0.799,0.00155,11.0,0.36,-6.612,0.046,98.992,4.0,0.0
2010-09-18,Bulletproof,La Roux,45.0,spotify:track:3kMrazSvILsgcwtidZd1Qd,0.000441,0.674,205733.0,0.882,6.47e-05,3.0,0.068,-2.771,0.0477,123.016,4.0,0.0
2010-09-18,Impossible,Shontelle,53.0,spotify:track:45EDI3rk0f4cAMt9f8b56R,0.385,0.599,226533.0,0.624,0.0,8.0,0.125,-3.631,0.0343,90.034,4.0,1.0
2010-09-18,Kissin U,Miranda Cosgrove,86.0,spotify:track:3pt4BDnaMo2vznoVSv7b2y,0.0119,0.624,199693.0,0.86,0.0,0.0,0.0598,-3.129,0.043,110.018,4.0,0.0
2010-09-18,There Goes My Baby,Usher,50.0,spotify:track:6IUiqtI8tE49sqGbmtrNd8,0.175,0.626,281293.0,0.52,0.0,9.0,0.13,-8.077,0.0892,77.468,4.0,0.0
2010-09-25,Champagne Life,Ne-Yo,100.0,spotify:track:7p8l7HiPoz90dg423iURKW,0.143,0.616,323933.0,0.741,0.0,7.0,0.347,-4.155,0.131,193.069,3.0,1.0
2010-09-25,Dumb Love,Sean Kingston,84.0,spotify:track:7BGkpHiIqGGA8B9rRPf5VL,0.356,0.758,186773.0,0.646,0.0,0.0,0.473,-3.662,0.0721,128.03,4.0,1.0
2010-09-25,Introducing Me,Nick Jonas,92.0,spotify:track:74tQaH4CxM5Rs9BzerEbHr,0.46,0.513,186893.0,0.496,0.0,11.0,0.106,-6.049,0.0511,113.072,4.0,1.0
2010-09-25,"Lover, Lover",Jerrod Niemann,81.0,spotify:track:5UzU0qw21okODBNUnxptVo,0.186,0.879,193733.0,0.567,0.0,7.0,0.622,-6.509,0.0588,112.473,4.0,1.0
2010-09-25,The Man Who Can't Be Moved,The Script,95.0,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,0.437,0.605,241373.0,0.629,0.0,10.0,0.097,-5.051,0.0279,99.894,4.0,1.0
2010-09-25,This Ain't Nothin',Craig Morgan,90.0,spotify:track:3GfFnxBuDNay7D1srwrqZU,0.153,0.353,242227.0,0.532,0.0,6.0,0.124,-5.318,0.0306,149.71,4.0,1.0
2010-09-25,Undo It,Carrie Underwood,67.0,spotify:track:1Fo2N5iXRi37maMboaig7O,0.11,0.476,177253.0,0.84,0.0,2.0,0.046,-2.259,0.058,156.254,4.0,1.0
2010-10-02,Glitter In The Air,P!nk,93.0,spotify:track:1M6dQ8MZQnYxjH8yZzswQt,0.898,0.514,227813.0,0.255,0.000235,5.0,0.0994,-12.037,0.0283,99.851,4.0,1.0
2010-10-02,Hold You (Hold Yuh),Gyptian,92.0,spotify:track:0j55p8YRAPG8yajtNyjt6A,0.321,0.69,233253.0,0.621,2.81e-05,8.0,0.0884,-3.583,0.06,66.858,3.0,1.0
2010-10-02,Love Like Crazy,Lee Brice,69.0,spotify:track:6Ozp6ac86CSHMik8lbvJuM,0.0203,0.535,217387.0,0.725,1.45e-05,10.0,0.176,-5.108,0.0275,78.489,4.0,1.0
2010-10-02,Smile,Uncle Kracker,48.0,spotify:track:4ZC8hXXqu2hPcDLw9QTdtQ,0.203,0.541,201627.0,0.812,0.0,4.0,0.42,-3.764,0.0336,141.056,4.0,1.0
2010-10-02,Trailerhood,Toby Keith,99.0,spotify:track:2CdGhu82tkVWkXDPyJCiwU,0.246,0.663,173693.0,0.83,1.41e-06,7.0,0.285,-4.584,0.039,98.022,4.0,1.0
2010-10-09,Billionaire,Glee Cast,28.0,spotify:track:6d5CfH0P84foEd1fkmp7po,0.259,0.791,211440.0,0.721,0.0,6.0,0.104,-5.588,0.094,87.032,4.0,0.0
2010-10-09,Bittersweet,Fantasia,93.0,spotify:track:7lDO0HIPCt63UJj5b20Dft,0.0266,0.74,236640.0,0.81,2.4e-05,8.0,0.0433,-5.231,0.0755,129.972,4.0,1.0
2010-10-09,Breakeven,The Script,50.0,spotify:track:285hMzLhJwHVLe9QT9qilk,0.144,0.63,261427.0,0.696,0.0,10.0,0.0835,-4.501,0.0242,94.034,4.0,1.0
2010-10-09,Find Your Love,Drake,47.0,spotify:track:4BycRneKmOs6MhYG9THsuX,0.0211,0.627,208947.0,0.614,0.0,6.0,0.0286,-6.006,0.17,96.038,4.0,0.0
2010-10-09,Free,Zac Brown Band,83.0,spotify:track:5moWmr7qWnYH7LIUrYMk32,0.24,0.453,228653.0,0.412,0.00021,1.0,0.101,-7.539,0.0276,75.752,4.0,1.0
2010-10-09,Listen,Glee Cast,38.0,spotify:track:2CtYpnf7UBAyjtqyHIn3qf,0.174,0.517,219253.0,0.644,0.0,11.0,0.111,-5.365,0.0492,122.687,4.0,1.0
2010-10-09,Round & Round,Selena Gomez & The Scene,86.0,spotify:track:5RhxBpoCwX2vLBcSJzYa5j,0.00265,0.545,186493.0,0.686,0.0,10.0,0.477,-4.081,0.0665,127.996,4.0,1.0
2010-10-09,Stutter,Maroon 5,84.0,spotify:track:7zmJyZL3DfYBBYbY8Rve6W,0.0171,0.711,196920.0,0.882,0.0,1.0,0.111,-2.772,0.0333,119.991,4.0,0.0
2010-10-09,Telephone,Glee Cast,23.0,spotify:track:1oqIgJpPpW9wwXcitli8EF,0.00363,0.729,222960.0,0.805,3.08e-06,5.0,0.11,-5.183,0.0329,122.021,4.0,0.0
2010-10-09,What I Did For Love,Glee Cast,51.0,spotify:track:38fCEBQkO14rx8YEbjpRHg,0.462,0.336,222373.0,0.404,3.93e-06,8.0,0.304,-7.52,0.0321,75.8,4.0,1.0
2010-10-16,Baby One More Time,Glee Cast,54.0,spotify:track:3uheBt1aGsKcZztD4eGzdP,0.276,0.716,210867.0,0.735,0.0,5.0,0.692,-4.322,0.027,92.981,4.0,0.0
2010-10-16,Bill Gates,Lil Wayne,75.0,spotify:track:610FzmkhFSsORpECZbjT4X,0.274,0.564,258787.0,0.798,3.44e-05,7.0,0.129,-5.392,0.227,90.67,5.0,1.0
2010-10-16,Empire State Of Mind,Glee Cast,94.0,spotify:track:7pYVIpuFrH2cDMseplG8Jn,0.0617,0.507,277347.0,0.884,0.0,6.0,0.158,-4.566,0.33,173.575,4.0,1.0
2010-10-16,Hope She Cheats On You (With A Basketball Player),Marsha Ambrosius,88.0,spotify:track:0ocQiHwHrvLUcon6p3lJNa,0.0596,0.501,243653.0,0.666,0.0,6.0,0.123,-7.312,0.414,163.925,4.0,0.0
2010-10-16,I Am Not A Human Being,Lil Wayne,65.0,spotify:track:1kMuU3TNQvHbqvXCWBodmP,0.0435,0.376,271947.0,0.841,0.0,3.0,0.578,-4.348,0.356,76.052,4.0,0.0
2010-10-16,Me Against The Music,Glee Cast,56.0,spotify:track:07DXC9tg5mySIQfRoVHYmI,0.0879,0.828,225440.0,0.909,0.0,11.0,0.193,-5.836,0.0687,120.005,4.0,0.0
2010-10-16,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,77.0,spotify:track:5BB0Jzw60KyfSTyjJqtely,0.000264,0.411,205960.0,0.986,0.00148,8.0,0.371,-2.522,0.0583,165.981,4.0,0.0
2010-10-16,Need You Now,Lady Antebellum,48.0,spotify:track:11EX5yhxr9Ihl3IN1asrfK,0.0927,0.587,277573.0,0.622,0.000636,4.0,0.2,-5.535,0.0303,107.943,4.0,1.0
2010-10-16,Pretty Boy Swag,Soulja Boy Tell'em,100.0,spotify:track:2zOWuWdyuMqOoboNRKlJO0,0.177,0.837,236093.0,0.42,0.0,8.0,0.356,-5.158,0.0629,123.157,4.0,1.0
2010-10-16,Stronger,Glee Cast,53.0,spotify:track:7iMyX6FTRrY4fO8dHQhAUs,0.00863,0.618,221027.0,0.752,0.000175,0.0,0.127,-4.828,0.0302,115.957,4.0,1.0
2010-10-16,The Only Exception,Glee Cast,26.0,spotify:track:3YmHNOqtLsyg2nTlrapWcd,0.283,0.3,266707.0,0.513,3.88e-06,4.0,0.138,-6.135,0.0304,138.314,3.0,1.0
2010-10-16,Toxic,Glee Cast,16.0,spotify:track:1vRKlmdvw8xcVi0hIUs1XN,0.101,0.641,230747.0,0.679,0.0,8.0,0.329,-5.864,0.0322,124.005,4.0,1.0
2010-10-23,Bridge Over Troubled Water,Glee Cast,73.0,spotify:track:31Fkk6lPQuCIlAeRJo6xTq,0.156,0.445,254120.0,0.675,2.48e-05,10.0,0.659,-7.764,0.106,153.906,4.0,1.0
2010-10-23,Half Of My Heart,John Mayer,77.0,spotify:track:7hR5toSPEgwFZ78jfHdANM,0.435,0.681,250373.0,0.593,0.000117,5.0,0.106,-9.327,0.0251,115.058,4.0,1.0
2010-10-23,"Hey, Soul Sister",Train,43.0,spotify:track:4HlFJV71xXKIGcU3kRyttv,0.185,0.673,216773.0,0.886,0.0,1.0,0.0826,-4.44,0.0431,97.012,4.0,0.0
2010-10-23,I Look To You,Glee Cast,74.0,spotify:track:4eqBd8RBPIxtiL9joLZowj,0.765,0.491,264947.0,0.421,4.85e-05,6.0,0.0663,-7.044,0.0285,101.793,4.0,1.0
2010-10-23,I Want To Hold Your Hand,Glee Cast,36.0,spotify:track:5FeMd5rQHvn9oQQoD8j0Z9,0.664,0.484,156347.0,0.261,1.09e-05,7.0,0.17,-10.951,0.0267,78.015,1.0,1.0
2010-10-23,Like We Used To,A Rocket To The Moon,91.0,spotify:track:1fkYmLPG2Oi2AkUmcspWKl,0.216,0.363,203733.0,0.71,0.0,2.0,0.121,-3.08,0.0308,170.113,4.0,1.0
2010-10-23,Losing My Religion,Glee Cast,60.0,spotify:track:4VXoOYmknI2CqzkmXdLc8k,0.000389,0.564,214040.0,0.727,0.0,10.0,0.289,-6.442,0.0303,125.407,4.0,0.0
2010-10-23,One Of Us,Glee Cast,37.0,spotify:track:1wNpAmuWqFdFIKc2STISa6,0.192,0.279,241147.0,0.574,0.0,11.0,0.0981,-6.282,0.0324,177.69,4.0,1.0
2010-10-23,Only The Good Die Young,Glee Cast,50.0,spotify:track:5FwMr2Grj9SjbUYp04dk5k,0.288,0.573,225267.0,0.886,0.0,0.0,0.0936,-5.6,0.0865,150.078,4.0,1.0
2010-10-23,Papa Can You Hear Me?,Glee Cast,65.0,spotify:track:4IibBPekuv2Ynz4PnUuNdw,0.952,0.263,211000.0,0.127,1.56e-05,10.0,0.0921,-14.331,0.0438,77.499,4.0,0.0
2010-10-23,Ridin' Solo,Jason Derulo,49.0,spotify:track:6BaxqcoEM9r3LXisTyJjST,0.128,0.442,215747.0,0.83,0.0,9.0,0.129,-4.02,0.146,89.338,4.0,1.0
2010-10-23,Teach Me How To Dougie,Cali Swag District,57.0,spotify:track:61LtVmmkGr8P9I2tSPvdpf,0.2,0.846,237480.0,0.438,9.43e-05,11.0,0.0939,-4.981,0.141,85.013,4.0,1.0
2010-10-23,The Only Exception,Paramore,53.0,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,0.144,0.452,267653.0,0.563,0.0,4.0,0.143,-6.607,0.0272,137.715,3.0,1.0
2010-10-30,Happy Days Are Here Again / Get Happy,Glee Cast,48.0,spotify:track:00HWHVerv16snyQSRrfVWT,0.846,0.36,135747.0,0.357,0.0,8.0,0.0698,-6.63,0.0303,68.757,4.0,1.0
2010-10-30,Le Jazz Hot,Glee Cast,94.0,spotify:track:7hrWWPJZaKuldiXhfzjoMv,0.401,0.466,262813.0,0.505,0.0,10.0,0.188,-7.27,0.0822,92.356,4.0,1.0
2010-10-30,Little White Church,Little Big Town,93.0,spotify:track:0f73zOCdBx6ZPdiBjwN1AP,0.13,0.667,186224.0,0.878,0.0,10.0,0.16,-4.797,0.0445,107.024,4.0,1.0
2010-10-30,Lucky,Glee Cast,27.0,spotify:track:4BaEOfLHGeP9gw5ToeiY7a,0.541,0.632,187560.0,0.468,0.0,0.0,0.165,-8.089,0.0412,130.052,4.0,1.0
2010-10-30,POWER,Kanye West,98.0,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,0.0161,0.542,292093.0,0.914,0.0,0.0,0.744,-4.747,0.113,153.993,4.0,0.0
2010-10-30,Pretty Good At Drinkin' Beer,Billy Currington,88.0,spotify:track:7zKlSAsmB3p5959tsmLeqn,0.427,0.769,179907.0,0.678,8.04e-06,5.0,0.0939,-3.725,0.0315,106.951,4.0,1.0
2010-10-30,"River Deep, Mountain High",Glee Cast,41.0,spotify:track:6w8tGzTSdZKkKG4IWh1n6h,0.0563,0.325,212627.0,0.855,0.000299,8.0,0.298,-4.603,0.0755,167.538,4.0,1.0
2010-10-30,Sing!,Glee Cast,87.0,spotify:track:1v3RJ3mtHllca29JVi12OB,0.00724,0.596,183293.0,0.74,0.0,0.0,0.357,-5.552,0.0486,88.935,4.0,1.0
2010-10-30,The Catalyst,Linkin Park,99.0,spotify:track:4tXBsD5sEzxlJjWCOz6qzs,0.0372,0.56,339853.0,0.925,0.0,0.0,0.104,-5.48,0.0362,135.009,4.0,1.0
2010-10-30,Your Love,Nicki Minaj,81.0,spotify:track:1w6kG4Rc29m5EherbvpkF5,0.00204,0.422,245253.0,0.52,0.00413,11.0,0.411,-10.231,0.343,189.63,4.0,1.0
2010-11-06,All About Tonight,Blake Shelton,98.0,spotify:track:5cQIrML7iJEUsOCNsHqWlB,0.0159,0.674,205613.0,0.943,0.0,0.0,0.504,-3.413,0.0408,118.06,4.0,1.0
2010-11-06,If It's Love,Train,46.0,spotify:track:3g4GTF5OZrLrmk7hGZFkH8,0.0108,0.628,239040.0,0.917,2.25e-06,6.0,0.306,-3.489,0.144,94.988,4.0,1.0
2010-11-06,Not Afraid,Eminem,40.0,spotify:track:7Ie9W94M7OjPoZVV216Xus,0.529,0.855,248133.0,0.954,0.0,0.0,0.205,-1.19,0.264,114.635,5.0,0.0
2010-11-06,Our Kind Of Love,Lady Antebellum,94.0,spotify:track:4mtIIpksLr41WmzNHyUtKy,0.047,0.632,249253.0,0.926,0.000169,4.0,0.116,-3.463,0.0322,112.058,4.0,1.0
2010-11-06,Speak Now,Taylor Swift,86.0,spotify:track:24DefNCFiWTP8OjYWiXuYe,0.095,0.709,240760.0,0.599,0.0,7.0,0.0973,-3.734,0.0304,118.975,4.0,1.0
2010-11-06,The End,Kings Of Leon,82.0,spotify:track:1T76pppCs1bFBcVpRCWzxS,0.0014,0.332,264013.0,0.586,0.0108,3.0,0.063,-6.307,0.0362,79.787,4.0,0.0
2010-11-06,Way Out Here,Josh Thompson,85.0,spotify:track:7M68YTelBnT9P1eO1idOOs,0.0353,0.653,212648.0,0.826,0.0,2.0,0.193,-5.352,0.0315,122.055,4.0,1.0
2010-11-13,All Over Me,Josh Turner,91.0,spotify:track:1s8DkdE3uOWrGU7vonKrbK,0.403,0.546,199493.0,0.776,0.00633,1.0,0.193,-7.359,0.0352,169.847,4.0,1.0
2010-11-13,Better Than Revenge,Taylor Swift,56.0,spotify:track:1By2VQkUN0Frd8mKNV5NYC,0.0139,0.516,217160.0,0.917,6.37e-06,11.0,0.36,-3.186,0.0827,145.821,4.0,0.0
2010-11-13,Dear John,Taylor Swift,54.0,spotify:track:1ubvV5ECkm6nSI6g1HmbBK,0.166,0.589,403920.0,0.47,1.45e-06,4.0,0.112,-5.32,0.028,119.386,3.0,1.0
2010-11-13,Enchanted,Taylor Swift,75.0,spotify:track:10eBRyImhfqVvkiVEGf0N0,0.0739,0.455,352187.0,0.623,0.000424,8.0,0.146,-3.878,0.0288,163.893,4.0,1.0
2010-11-13,Hollywood,Michael Buble,90.0,spotify:track:6X5DnbDW9n8mbvKoKTEuAt,0.0133,0.589,253813.0,0.913,0.0,0.0,0.109,-4.454,0.0458,131.979,4.0,1.0
2010-11-13,Innocent,Taylor Swift,27.0,spotify:track:3kfgJql90tzgoxByioAMXR,0.186,0.552,302253.0,0.608,0.0,1.0,0.125,-5.29,0.0259,134.05,4.0,0.0
2010-11-13,Last Kiss,Taylor Swift,71.0,spotify:track:1D27z8xNzjW0Mwwt1NCWhJ,0.57,0.371,367133.0,0.341,3.09e-05,10.0,0.101,-9.475,0.0319,89.038,1.0,1.0
2010-11-13,Long Live,Taylor Swift,85.0,spotify:track:7DjCRhhFo9PPzca1BjMLcf,0.036,0.418,317453.0,0.68,7.59e-05,7.0,0.114,-4.3,0.0347,204.12,4.0,1.0
2010-11-13,Mr. Rager,Kid Cudi,77.0,spotify:track:393MDhe62s8hbH8ETrlxe5,0.389,0.671,294227.0,0.726,0.882,7.0,0.14,-8.689,0.0272,102.002,4.0,1.0
2010-11-13,Never Grow Up,Taylor Swift,84.0,spotify:track:74WBGgUnpKrJXt6TETfR6Z,0.819,0.714,290467.0,0.305,0.0,2.0,0.174,-8.837,0.0305,124.91,4.0,1.0
2010-11-13,Time Warp,Glee Cast,89.0,spotify:track:1onMcvjW2nZ2dHtbJn2cN7,0.0435,0.395,193560.0,0.817,7.38e-05,11.0,0.243,-5.754,0.125,176.196,4.0,0.0
2010-11-20,Double Vision,3OH!3,87.0,spotify:track:3o2ESAMet1zR1aASlzrIxO,0.0018,0.581,190707.0,0.888,0.0,0.0,0.413,-3.198,0.0587,120.041,4.0,1.0
